Id,Category
1230,1
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,0
1246,0
1247,1
1248,0
1249,1
1250,0
1251,0
1252,1
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,1
1264,1
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,1
1275,1
1276,1
1277,0
1278,1
1279,0
1280,1
1281,1
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1293,1
1294,1
1295,1
1296,0
1297,0
1298,1
1299,0
1300,1
1301,0
1302,1
1303,1
1304,0
1305,1
1306,0
1307,1
1308,1
1309,0
1310,0
1311,1
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,1
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,1
1332,1
1333,0
1334,1
1335,1
1336,1
1337,1
1338,0
1339,1
1340,0
1341,1
1342,0
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,1
1355,1
1356,1
1357,0
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,1
1367,1
1368,1
1369,0
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,1
1377,0
1378,0
1379,1
1380,1
1381,0
1382,1
1383,1
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,0
1391,0
1392,1
1393,0
1394,1
1395,1
1396,0
1397,1
1398,0
1399,1
1400,0
1401,0
1402,0
1403,1
1404,1
1405,0
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,0
1417,1
1418,1
1419,1
1420,0
1421,0
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,1
1434,0
1435,1
1436,0
1437,1
1438,0
1439,1
1440,0
1441,1
1442,0
1443,1
1444,1
1445,1
1446,0
1447,0
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,1
1455,1
1456,0
1457,0
1458,0
1459,1
1460,1
1461,1
1462,1
1463,0
1464,0
1465,0
1466,0
1467,1
1468,1
1469,1
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,1
1477,1
1478,0
1479,0
1480,1
1481,0
1482,0
1483,1
1484,1
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,1
1492,1
1493,0
1494,1
1495,1
1496,1
1497,1
1498,0
1499,0
1500,0
1501,0
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,1
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,0
1516,1
1517,1
1518,0
1519,0
1520,1
1521,1
1522,1
1523,1
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,1
1531,1
1532,1
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,1
1543,0
1544,0
1545,1
1546,1
1547,0
1548,0
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,0
1563,0
1564,0
1565,0
1566,1
1567,0
1568,1
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,0
1584,1
1585,0
1586,0
1587,1
1588,0
1589,0
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,1
1597,0
1598,1
1599,1
1600,0
1601,1
1602,0
1603,1
1604,0
1605,1
1606,0
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,0
1614,1
1615,0
1616,1
1617,1
1618,1
1619,0
1620,1
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,1
1629,1
1630,0
1631,1
1632,1
1633,0
1634,0
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,1
1644,0
1645,1
1646,0
1647,0
1648,0
1649,1
1650,0
1651,0
1652,1
1653,1
1654,1
1655,1
1656,1
1657,0
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,1
1665,0
1666,1
1667,0
1668,1
1669,0
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,0
1681,1
1682,0
1683,1
1684,1
1685,1
1686,1
1687,1
1688,0
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,0
1696,1
1697,1
1698,0
1699,0
1700,0
1701,1
1702,0
1703,1
1704,1
1705,0
1706,0
1707,1
1708,1
1709,0
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,1
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,0
1726,1
1727,0
1728,1
1729,0
1730,1
1731,0
1732,1
1733,0
1734,1
1735,1
1736,0
1737,0
1738,0
1739,1
1740,0
1741,1
1742,0
1743,0
1744,0
1745,0
1746,1
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,0
1757,0
1758,1
1759,1
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,1
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,1
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,0
1784,1
1785,1
1786,1
1787,0
1788,1
1789,1
1790,0
1791,1
1792,0
1793,0
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,0
1831,0
1832,0
1833,0
1834,0
1835,1
1836,1
1837,0
1838,1
1839,0
1840,1
1841,1
1842,0
1843,0
1844,1
1845,0
1846,0
1847,1
1848,0
1849,0
1850,1
1851,1
1852,0
1853,0
1854,0
1855,1
1856,1
1857,0
1858,0
1859,1
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,1
1867,0
1868,0
1869,1
1870,1
1871,0
1872,1
1873,1
1874,0
1875,0
1876,0
1877,1
1878,1
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,1
1892,0
1893,0
1894,1
1895,1
1896,0
1897,1
1898,1
1899,0
1900,0
1901,1
1902,1
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,1
1911,0
1912,1
1913,0
1914,0
1915,1
1916,1
1917,1
1918,1
1919,0
1920,0
1921,0
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,1
1931,0
1932,1
1933,1
1934,0
1935,1
1936,0
1937,1
1938,0
1939,0
1940,1
1941,1
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,1
1951,1
1952,1
1953,0
1954,0
1955,1
1956,1
1957,1
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,1
1974,0
1975,1
1976,0
1977,1
1978,1
1979,0
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,0
1989,1
1990,0
1991,0
1992,1
1993,0
1994,1
1995,0
1996,0
1997,1
1998,0
1999,0
